-72,-72,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-72,-71,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-72,-70,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-72,-69,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-72,-68,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-72,-67,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-72,-66,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-72,-65,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-72,-64,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-72,-63,-4,-2.58246959009879,-2.74036272420937,-2.73813580779521,-2.16768169251858,-2.44067284632404,-2.87874481009027,-1.06460701684163,-2.11872121686099,-2.62587437118598,-21.3572700759248
-72,-62,-4,-2.57663836950894,-2.73886999404677,-2.73865965164849,-2.16424739198204,-2.44231736549486,-2.88429221858452,-1.06118314865896,-2.12568077539904,-2.63689852321663,-21.3687874385402
-72,-61,-4,-2.57103853365601,-2.73679575205562,-2.73971737987026,-2.16125534721876,-2.44404837462315,-2.89123858472861,-1.05933005005616,-2.12791463380004,-2.64637497032505,-21.3777136263336
-72,-60,-4,-2.56719841473835,-2.73549647183762,-2.74143888493117,-2.15936698557769,-2.44604135081298,-2.89772077524796,-1.05750225016981,-2.12822879493689,-2.6541669632793,-21.3871608915318
-72,-59,-4,-2.56647473883107,-2.73683463530767,-2.74434312659304,-2.16045726630211,-2.44851610713151,-2.90152085838766,-1.05449366996973,-2.12775721337581,-2.65894623428341,-21.399343850182
-72,-58,-4,-2.56781896275034,-2.73922101481989,-2.74738360683087,-2.16263884817136,-2.45091363136778,-2.90418433918411,-1.05161323536807,-2.12560966455465,-2.66186275802316,-21.4112460610702
-72,-57,-4,-2.57030895059556,-2.74198999702646,-2.75023096572078,-2.1652642821542,-2.45298804491863,-2.9060983412131,-1.04937000776898,-2.12180068515939,-2.66334503629525,-21.4213963108524
