251,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.350000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
356,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.350000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
463,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.350000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
567,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.350000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
672,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.350000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
777,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.350000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
882,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.350000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
987,1.000000,-0.000663,0.000446,0.000100,0.000663,1.000000,-0.000046,-0.351227,-0.000446,0.000046,1.000000,0.000677,0.000000,0.000000,0.000000,1.000000
1092,1.000000,-0.000663,0.000446,0.000100,0.000663,1.000000,-0.000046,-0.351227,-0.000446,0.000046,1.000000,0.000677,0.000000,0.000000,0.000000,1.000000
1197,1.000000,-0.000663,0.000446,0.000100,0.000663,1.000000,-0.000046,-0.351227,-0.000446,0.000046,1.000000,0.000677,0.000000,0.000000,0.000000,1.000000
1302,1.000000,-0.000663,0.000446,0.000100,0.000663,1.000000,-0.000046,-0.351227,-0.000446,0.000046,1.000000,0.000677,0.000000,0.000000,0.000000,1.000000
1408,1.000000,-0.000005,0.000325,0.000622,0.000005,1.000000,0.000042,-0.349986,-0.000325,-0.000042,1.000000,0.000417,0.000000,0.000000,0.000000,1.000000
1512,1.000000,-0.000005,0.000325,0.000622,0.000005,1.000000,0.000042,-0.349986,-0.000325,-0.000042,1.000000,0.000417,0.000000,0.000000,0.000000,1.000000
1618,1.000000,-0.000005,0.000325,0.000622,0.000005,1.000000,0.000042,-0.349986,-0.000325,-0.000042,1.000000,0.000417,0.000000,0.000000,0.000000,1.000000
1716,1.000000,0.000279,-0.000091,0.000245,-0.000279,1.000000,-0.000184,-0.349650,0.000091,0.000184,1.000000,-0.000218,0.000000,0.000000,0.000000,1.000000
1815,1.000000,0.000279,-0.000091,0.000245,-0.000279,1.000000,-0.000184,-0.349650,0.000091,0.000184,1.000000,-0.000218,0.000000,0.000000,0.000000,1.000000
1917,1.000000,0.000279,-0.000091,0.000245,-0.000279,1.000000,-0.000184,-0.349650,0.000091,0.000184,1.000000,-0.000218,0.000000,0.000000,0.000000,1.000000
2017,1.000000,0.000279,-0.000091,0.000245,-0.000279,1.000000,-0.000184,-0.349650,0.000091,0.000184,1.000000,-0.000218,0.000000,0.000000,0.000000,1.000000
2128,0.999999,-0.000740,0.000845,0.000202,0.000741,1.000000,-0.000278,-0.351461,-0.000845,0.000279,1.000000,0.001303,0.000000,0.000000,0.000000,1.000000
2229,0.999999,-0.000740,0.000845,0.000202,0.000741,1.000000,-0.000278,-0.351461,-0.000845,0.000279,1.000000,0.001303,0.000000,0.000000,0.000000,1.000000
2337,0.999999,-0.000740,0.000845,0.000202,0.000741,1.000000,-0.000278,-0.351461,-0.000845,0.000279,1.000000,0.001303,0.000000,0.000000,0.000000,1.000000
2438,0.999999,-0.000740,0.000845,0.000202,0.000741,1.000000,-0.000278,-0.351461,-0.000845,0.000279,1.000000,0.001303,0.000000,0.000000,0.000000,1.000000
2543,1.000000,-0.000149,-0.000084,-0.000023,0.000149,1.000000,0.000055,-0.350413,0.000084,-0.000055,1.000000,-0.000123,0.000000,0.000000,0.000000,1.000000
2648,1.000000,-0.000149,-0.000084,-0.000023,0.000149,1.000000,0.000055,-0.350413,0.000084,-0.000055,1.000000,-0.000123,0.000000,0.000000,0.000000,1.000000
2747,1.000000,-0.000149,-0.000084,-0.000023,0.000149,1.000000,0.000055,-0.350413,0.000084,-0.000055,1.000000,-0.000123,0.000000,0.000000,0.000000,1.000000
2847,1.000000,-0.000149,-0.000084,-0.000023,0.000149,1.000000,0.000055,-0.350413,0.000084,-0.000055,1.000000,-0.000123,0.000000,0.000000,0.000000,1.000000
2950,1.000000,-0.000149,-0.000084,-0.000023,0.000149,1.000000,0.000055,-0.350413,0.000084,-0.000055,1.000000,-0.000123,0.000000,0.000000,0.000000,1.000000
3048,1.000000,-0.000100,0.000514,0.000237,0.000100,1.000000,0.000072,-0.350166,-0.000514,-0.000072,1.000000,0.000785,0.000000,0.000000,0.000000,1.000000
3147,1.000000,-0.000100,0.000514,0.000237,0.000100,1.000000,0.000072,-0.350166,-0.000514,-0.000072,1.000000,0.000785,0.000000,0.000000,0.000000,1.000000
3247,1.000000,-0.000100,0.000514,0.000237,0.000100,1.000000,0.000072,-0.350166,-0.000514,-0.000072,1.000000,0.000785,0.000000,0.000000,0.000000,1.000000
3357,1.000000,-0.000310,-0.000225,-0.000338,0.000310,1.000000,-0.000012,-0.350389,0.000225,0.000012,1.000000,-0.000309,0.000000,0.000000,0.000000,1.000000
3458,1.000000,-0.000310,-0.000225,-0.000338,0.000310,1.000000,-0.000012,-0.350389,0.000225,0.000012,1.000000,-0.000309,0.000000,0.000000,0.000000,1.000000
3563,1.000000,-0.000310,-0.000225,-0.000338,0.000310,1.000000,-0.000012,-0.350389,0.000225,0.000012,1.000000,-0.000309,0.000000,0.000000,0.000000,1.000000
3659,1.000000,-0.000310,-0.000225,-0.000338,0.000310,1.000000,-0.000012,-0.350389,0.000225,0.000012,1.000000,-0.000309,0.000000,0.000000,0.000000,1.000000
3763,1.000000,-0.000310,-0.000225,-0.000338,0.000310,1.000000,-0.000012,-0.350389,0.000225,0.000012,1.000000,-0.000309,0.000000,0.000000,0.000000,1.000000
3861,0.999999,-0.000930,0.000452,0.000127,0.000930,1.000000,0.000011,-0.351370,-0.000452,-0.000010,1.000000,0.000673,0.000000,0.000000,0.000000,1.000000
3962,0.999999,-0.000930,0.000452,0.000127,0.000930,1.000000,0.000011,-0.351370,-0.000452,-0.000010,1.000000,0.000673,0.000000,0.000000,0.000000,1.000000
4063,0.999999,-0.000930,0.000452,0.000127,0.000930,1.000000,0.000011,-0.351370,-0.000452,-0.000010,1.000000,0.000673,0.000000,0.000000,0.000000,1.000000
4161,0.999999,-0.000930,0.000452,0.000127,0.000930,1.000000,0.000011,-0.351370,-0.000452,-0.000010,1.000000,0.000673,0.000000,0.000000,0.000000,1.000000
4263,0.999999,-0.001264,0.000575,0.000122,0.001264,0.999999,-0.000112,-0.352049,-0.000575,0.000112,1.000000,0.000901,0.000000,0.000000,0.000000,1.000000
4362,0.999999,-0.001264,0.000575,0.000122,0.001264,0.999999,-0.000112,-0.352049,-0.000575,0.000112,1.000000,0.000901,0.000000,0.000000,0.000000,1.000000
